  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  3.0000e-13      6443104.71250023            0.00000000   340077309.85433471       926895.83050144    341004205.68483615 
  3.0500e-13     25620982.58010981  1901448587760.39208984  1352316192.34190798       -37612.18793636   1352278580.15397167 
  3.1000e-13   2911477458.19939613            0.00000000 153672408856.71884155     16488492.85991618  153688897349.57876587 
  3.1500e-13  11797109094.33128357  49658871403567.72656250 622670172824.41003418      1683557.58099607  622671856381.99108887 
  3.2000e-13   3000271592.79597092  4577876649755.03906250 158359104443.99700928     16546999.07656337  158375651443.07357788 
  3.2500e-13  1030571532401.70471191  1935035185000.62500000 54395203863702.52343750     12758031.02766613  54395216621733.55468750 
  3.3000e-13  4122606671834.23779297  953246984598390.62500000 217597734183164.78125000     10822802.32052935  217597745005967.09375000 
  3.3500e-13  4240803005784.00048828  30874337975905.76171875 223836324595377.21875000     12628836.93200636  223836337224214.15625000 
  3.4000e-13  1896749789598312.25000000  994424875795423.62500000 100113469312693696.00000000   7915657564.72111034  100113477228351264.00000000 
  3.4500e-13  96669205758986846208.00000000  39936836572376832.00000000 5102354362872735203328.00000000  1172309724569.64086914  5102354364045045268480.00000000 
  3.5000e-13  386648424720073687040.00000000  8734319243972460544.00000000 20407918543232009502720.00000000   7989346753.21690655  20407918543239999651840.00000000 
  3.5500e-13  96661509649707810816.00000000  350854098703960.43750000 5101948149989856247808.00000000  1172341679296.07397461  5101948151162197770240.00000000 
  3.6000e-13  26572938163965942368586170368.00000000  1115763602825193.62500000 1402561921459196993693986848768.00000000  9223539182254152.00000000  1402561921459206282368218300416.00000000 
  3.6500e-13  107282327344396034877251649536.00000000  154209767228984107466752.00000000 5662531792694818464186419380224.00000000  2029204423439246.00000000  5662531792694820715986233065472.00000000 
  3.7000e-13  36021171755527718228415479808.00000000  29598519265456633675776.00000000 1901254711048650072741325570048.00000000  8385104050632048.00000000  1901254711048658516990626889728.00000000 
  3.7500e-13  2027004283862001193372876800.00000000  15318138558615010672640.00000000 106988508596115407794604081152.00000000  2022797820983676.50000000  106988508596117430895999188992.00000000 
  3.8000e-13  16851726553248613912893456384.00000000  107983096147521896448.00000000 889460918043313877342192926720.00000000  9652129970820130.00000000  889460918043323588228889444352.00000000 
  3.8500e-13  55888204701862763705705431040.00000000  102261121533976179113984.00000000 2949868294197338266058362978304.00000000  2027878561319466.00000000  2949868294197340517858176663552.00000000 
  3.9000e-13  29033062474488869155397173248.00000000  29638815551928806670336.00000000 1532411193628675644529462738944.00000000  12542552191589264.00000000  1532411193628688310903414718464.00000000 
  3.9500e-13  198740399314012046216077328252928.00000000  113511752702750378426368.00000000 10489834229600550892021068416942080.00000000  567792551162490304.00000000  10489834229600550892021068416942080.00000000 
  4.0000e-13  795272994465149667160771346300928.00000000  14906017313709516709167104.00000000 41975772958152103856813727222333440.00000000  50888660615806552.00000000  41975772958152103856813727222333440.00000000 
  4.0500e-13  76129263850492041665881134617067520.00000000  830447194675656190328832.00000000 4018223574923047689247372323030302720.00000000  9233405011151194112.00000000  4018223574923047689247372323030302720.00000000 
  4.1000e-13  324210595392576282705240667103166464.00000000  185098871548905689142263808.00000000 17112350648821722194176476947150798848.00000000  35842111480443572.00000000  17112350648821722194176476947150798848.00000000 
  4.1500e-13                  -nan  44400922031191846119538688.00000000                 -nan                  -nan                  -nan 
  4.2000e-13                  -nan                   nan                 -nan                  -nan                  -nan 
  4.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  4.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.0000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.0500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.1000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.1500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.2000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  5.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.0000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.0500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.1000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.1500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.2000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  6.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.0000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.0500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.1000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.1500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.2000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  7.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.0000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.0500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.1000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.1500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.2000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  8.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.0000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.0500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.1000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.1500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.2000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.2500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.3000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.3500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.4000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.4500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.5000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.5500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.6000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.6500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.7000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.7500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.8000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.8500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.9000e-13                   nan                   nan                 -nan                  -nan                  -nan 
  9.9500e-13                   nan                   nan                 -nan                  -nan                  -nan 
  1.0000e-12                   nan                   nan                 -nan                  -nan                  -nan 
